1;2791.00;10.10;1571.00;small
1;2760.00;10.43;1563.00;small
2;2763.00;11.38;1612.00;small
2;2734.00;11.30;1576.00;small
3;2720.00;13.20;1692.00;small
3;2735.00;11.82;1657.00;small
4;2684.00;9.98;1614.00;small
4;2663.00;10.05;1586.00;small
5;2900.00;9.60;1570.00;small
5;2882.00;9.73;1537.00;small
6;2950.00;10.03;1568.00;small
6;2967.00;9.70;1632.00;small
7;2929.00;10.90;1520.00;big
7;2975.00;11.25;1493.00;big
8;3001.00;10.35;1544.00;big
8;3011.00;9.75;1587.00;small
8;3052.00;9.80;1589.00;small
9;3137.00;9.50;1742.00;small
9;3099.00;9.98;1685.00;small
10;3047.00;10.10;1714.00;small
10;3026.00;10.38;1661.00;small
11;2932.00;14.13;1735.00;big
11;2971.00;12.70;1794.00;big
12;3228.00;10.70;1924.00;small
12;3330.00;11.05;1927.00;small
13;3184.00;9.50;1779.00;big
13;3259.00;9.73;1794.00;big
14;3921.00;9.80;1669.00;big
14;3785.00;10.50;1672.00;big
14;3850.00;10.30;1775.00;big
16;2821.00;9.50;1650.00;big
16;2800.00;9.50;1783.00;big
17;3453.00;12.48;812.00;big
17;3426.00;10.10;672.00;big
18;2836.00;9.50;1555.00;small
18;2754.00;9.50;1518.00;small
19;2849.00;9.82;1475.00;big
19;2896.00;10.43;1482.00;big
20;2826.00;10.00;1407.00;big
20;2886.00;9.70;1421.00;big
21;3023.00;14.18;1465.00;big
21;2945.00;11.60;1440.00;big
22;3114.00;11.98;1497.00;small
22;3025.00;12.32;1511.00;small
22;3073.00;10.55;1509.00;small
23;3045.00;9.88;1329.00;small
23;2991.00;11.10;1388.00;small
24;3067.00;10.93;1417.00;small
24;3127.00;11.38;1375.00;small
25;3224.00;9.75;1347.00;small
25;3152.00;10.45;1312.00;small
26;3237.00;9.70;1417.00;small
26;3187.00;13.43;1379.00;small
26;3232.00;9.85;1461.00;small
27;3105.00;9.70;1464.00;small
27;3170.00;15.30;1452.00;small
28;3413.00;10.78;1242.00;small
28;3359.00;9.50;1166.00;small
28;3504.00;10.18;1202.00;small
29;3121.00;9.50;1237.00;big
29;3029.00;9.50;1248.00;big
30;3260.00;9.50;1382.00;big
30;3359.00;9.50;1389.00;big
31;4055.00;10.68;963.00;big
31;4023.00;10.55;844.00;big
32;1245.00;9.50;119.00;big
32;1155.00;9.50;410.00;big
33;376.00;9.95;1930.00;small
33;633.00;9.50;1954.00;small
34;1544.00;9.70;1006.00;big
34;1458.00;9.50;1066.00;big
35;1942.00;9.98;346.00;big
35;1843.00;10.40;455.00;big
35;1756.00;11.25;282.00;big
35;1727.00;11.93;128.00;big
36;2024.00;11.30;1989.00;big
36;2138.00;14.23;1954.00;big
37;3171.00;10.40;1644.00;big
37;3214.00;10.30;1689.00;big
38;3150.00;10.40;1578.00;big
38;3131.00;9.80;1561.00;big
38;3103.00;9.95;1558.00;big
39;3192.00;9.85;1507.00;big
39;3161.00;10.00;1549.00;big
39;3133.00;11.73;1519.00;big
40;3546.00;10.75;1623.00;big
40;3656.00;10.10;1626.00;big
40;3652.00;9.80;1709.00;big
40;3553.00;10.05;1711.00;big
41;2767.00;12.93;1366.00;big
41;2784.00;14.55;1328.00;big
41;2818.00;11.28;1359.00;big
42;2702.00;9.50;1413.00;small
42;2735.00;9.50;1437.00;small
43;2643.00;9.50;1526.00;big
43;2610.00;9.50;1665.00;big
44;2414.00;9.50;1852.00;big
44;2294.00;9.50;1931.00;big
45;2877.00;9.50;1939.00;big
45;2650.00;9.50;1933.00;big
46;3186.00;9.50;2023.00;big
46;3464.00;9.50;1939.00;big
47;2588.00;9.50;1347.00;big
47;2532.00;9.50;1241.00;big
48;2616.00;9.50;1172.00;big
48;2527.00;9.50;1047.00;big
49;2307.00;9.50;1671.00;big
49;2431.00;9.50;1506.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1351.00;9.50;1255.00;big
53;1606.00;9.50;1175.00;big
53;1848.00;9.50;1095.00;big
54;1778.00;9.50;1570.00;big
54;1701.00;9.50;1492.00;big
55;1875.00;9.50;1693.00;big
55;1868.00;9.50;1583.00;big
56;2089.00;9.50;1303.00;big
56;2034.00;9.50;1461.00;big
57;1863.00;9.50;1433.00;big
57;1804.00;9.50;1309.00;big
58;2265.00;9.50;1153.00;big
58;2355.00;9.50;1038.00;big
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3782.00;9.50;509.00;big
60;3854.00;9.50;724.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2874.00;9.50;404.00;big
62;2696.00;9.50;581.00;big
63;1844.00;9.50;81.00;big
63;1619.00;9.50;96.00;big
64;2025.00;9.50;104.00;big
64;2338.00;9.50;117.00;big
65;3028.00;9.50;119.00;big
65;3300.00;9.50;58.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2853.00;9.50;100.00;big
67;2649.00;9.50;149.00;big
68;2795.00;9.50;1263.00;big
68;2874.00;9.50;1316.00;big
69;3317.00;11.05;1229.00;big
69;3228.00;9.50;1207.00;big
70;3618.00;9.50;1344.00;small
70;3599.00;9.50;1431.00;small
71;4264.00;9.50;570.00;big
71;4072.00;9.50;529.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4410.00;9.50;754.00;big
73;4412.00;9.50;798.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4634.00;9.50;919.00;big
